 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,Frame,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Length
1,Recording first line measurement in ... 1 seconds:z:12/18 t:1/95 - Mark_and_Find 001/mT8 control 2020,73.235086932,7777.021050347,1864.205475701,6560.218238831,4159.378906250,12877.320312500,546.687352989,399.163273150,0,0,56.493717563,542.178477730,371.232792987,10.205712522,57.407132936,0,0,-81.142041236,0.288355843,56.493720455,569550.812695878,7688.992675781,0,0,0,349965.947265625,12,1,425.124847412,291.016082764,98.857960790,0.000000000,0.000000000,0.000000000,NaN,56.493717563
2,1 sec:z:12/18 t:2/95 - Mark_and_Find 001/mT8 control 2020,73.235086932,7934.959494358,1875.557728754,6975.082968712,4292.861816406,12230.996093750,546.687352989,399.163273150,0,0,56.493717563,542.178477730,371.232792987,10.205712522,57.407132936,0,0,-81.142041236,0.288355843,56.493720455,581117.448372920,7857.013183594,0,0,0,357073.177246094,12,2,425.124847412,291.016082764,98.857960790,0.000000000,0.000000000,0.000000000,NaN,56.493717563
3,1 sec:z:12/18 t:3/95 - Mark_and_Find 001/mT8 control 2020,74.862533308,7693.202933933,1914.040210704,6866.172827721,4803.685058594,13389.000000000,549.354369347,398.820109648,0,0,57.131839970,548.557048057,369.957078922,3.827142196,58.682847001,0,0,-87.760524062,0.288215917,57.131839970,575932.660890570,7138.936523438,0,0,0,353887.334960938,12,3,429.750000000,290.250000000,92.239475938,4.441E-16,0.000000000,0.000000000,NaN,57.131839970
4,1 sec:z:12/18 t:4/95 - Mark_and_Find 001/mT8 control 2020,73.235086932,7682.312391493,1595.943400792,7251.445461273,4607.681640625,12432.000000000,547.440798250,399.139038164,0,0,56.559254622,546.005619926,371.232792987,5.102856261,57.407132936,0,0,-86.443818906,0.287687976,56.559254622,562614.815831459,7488.971679688,0,0,0,345704.057617188,12,4,427.750000000,290.750000000,93.556181094,0.000000000,0.000000000,0.000000000,NaN,56.559254622
5,1 sec:z:11/18 t:5/95 - Mark_and_Find 001/mT8 control 2020,74.862533308,7793.003333050,1587.186967993,6534.451157570,4771.902832031,12901.855468750,547.440798250,399.617430939,0,0,57.514228458,546.005619926,371.232792987,5.102856261,58.682847001,0,0,-86.502940261,0.284396199,57.514228458,583403.971593655,7464.455566406,0,0,0,358478.153320312,11,5,427.750000000,290.750000000,93.497059739,0.000000000,0.000000000,0.000000000,NaN,57.514228458
6,1 sec:z:11/18 t:6/95 - Mark_and_Find 001/mT8 control 2020,71.607640556,7687.706842596,1831.337086651,7764.051216125,5019.645507812,13236.813476562,546.324548442,398.022788357,0,0,54.889070898,546.005619926,371.232792987,2.551428130,56.131418871,0,0,-91.997879856,0.298674035,54.889070898,550498.548284105,7210.413085938,0,0,0,338259.101074219,11,6,427.500000000,333.500000000,88.002120144,0.000000000,0.000000000,0.000000000,NaN,54.889070898
7,1 sec:z:11/18 t:7/95 - Mark_and_Find 001/mT8 control 2020,71.607640556,7659.278453480,1586.716864067,6011.060879707,5151.322753906,10454.767578125,548.557048057,397.703859841,0,0,54.889070898,547.281333991,369.957078922,3.827142196,56.131418871,0,0,-91.997879856,0.298674035,54.889070898,548462.858414719,7623.553710938,0,0,0,337008.251953125,11,7,429.250000000,333.250000000,88.002120144,0.000000000,0.000000000,0.000000000,NaN,54.889070898
8,1 sec:z:11/18 t:8/95 - Mark_and_Find 001/mT8 control 2020,73.235086932,8192.322287326,2419.757571565,4385.499976158,4366.810058594,13936.047851562,547.759726766,400.255287972,0,0,55.567745615,546.005619926,372.508507052,5.102856261,57.407132936,0,0,-92.960936134,0.298046146,55.567745615,599965.434889105,7990.429199219,0,0,0,368654.502929688,11,8,428.250000000,335.500000000,87.039063866,4.441E-16,0.000000000,0.000000000,NaN,55.567745615
9,1 sec:z:11/18 t:9/95 - Mark_and_Find 001/mT8 control 2020,73.235086932,8357.673659939,2359.515112782,5967.182871342,3685.191650391,12885.030273438,546.324548442,397.863324099,0,0,56.626653956,544.729905861,369.957078922,5.102856261,57.407132936,0,0,-85.477545854,0.287003548,56.626653956,612074.957036769,8214.753906250,0,0,0,376095.314697266,11,9,426.500000000,289.750000000,94.522454146,0.000000000,0.000000000,0.000000000,NaN,56.626653956
10,1 sec:z:11/18 t:10/95 - Mark_and_Find 001/mT8 control 2020,74.862533308,8398.621008832,1938.163750229,6091.835325241,5619.831054688,12943.048828125,547.281333991,398.501181132,0,0,57.262547114,544.729905861,369.957078922,6.378570326,58.682847001,0,0,85.527869936,0.286901659,57.262547114,628742.045019040,8079.118164062,0,0,0,386336.566406250,11,10,427.250000000,334.750000000,85.527869936,0.000000000,0.000000000,0.000000000,NaN,57.262547114
