 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,Frame,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Length
1,Recording first line measurement in ... 1 seconds:z:9/9 t:1/95 - Mark_and_Find 001/mN10 control 2010,37.431717007,8795.034349524,1661.387075944,9019.925184250,6125.000000000,11937.555664062,374.318026909,571.310712551,0,0,28.662760797,359.753530560,568.971895850,30.617321750,6.378608698,0,0,9.392449341,0.572550205,28.662745875,329213.236837444,9019.036132812,0,0,0,202285.790039062,9,1,282.333343506,449.666656494,9.392427981,0.000000000,0.000000000,0.000000000,NaN,28.662760797
2,1 sec:z:9/9 t:2/95 - Mark_and_Find 001/mN10 control 2010,32.549319136,8369.510058594,2316.045004108,4202.766749382,4188.488769531,11498.814453125,375.487444992,570.779174803,0,0,24.250833108,368.683582737,560.041843673,14.032939135,22.962991312,0,0,-121.739140796,0.695502102,24.250822072,272421.853912835,9146.808593750,0,0,0,167390.201171875,9,2,289.333343506,455.500000000,58.260843075,0.000000000,0.000000000,0.000000000,NaN,24.250833108
3,1 sec:z:9/9 t:3/95 - Mark_and_Find 001/mN10 control 2010,32.549319136,8031.415136719,1509.072097092,8767.185118675,4484.333496094,10626.686523438,375.806375427,571.204408894,0,0,23.883609816,368.683582737,561.317565413,15.308660875,21.687269573,0,0,-124.114472945,0.717053958,23.883609816,261417.094402315,7934.219238281,0,0,0,160628.302734375,9,3,289.333343506,455.500000000,55.885527055,0.000000000,0.000000000,0.000000000,NaN,23.883609816
4,1 sec:z:9/9 t:4/95 - Mark_and_Find 001/mN10 control 2010,30.921853180,8171.031712582,1579.233923467,5183.265046120,5171.583496094,11152.537109375,376.337913174,572.586434290,0,0,23.388231892,369.959304477,563.869008892,15.308660875,19.135826094,0,0,-126.869897646,0.710363430,23.388221510,252663.442942491,8474.888671875,0,0,0,155249.602539062,9,4,289.500000000,456.166656494,53.130083279,0.000000000,0.000000000,0.000000000,NaN,23.388231892
5,1 sec:z:9/9 t:5/95 - Mark_and_Find 001/mN10 control 2010,27.666921266,7912.215877757,1486.656878753,5760.579244614,5751.500000000,10400.073242188,378.889356654,572.267503855,0,0,20.833533767,376.337913174,562.593287152,6.378608698,21.687269573,0,0,-75.821935585,0.801022687,20.833546349,218906.653729320,7647.000000000,0,0,0,134507.669921875,9,5,295.000000000,440.666656494,104.178055673,0.000000000,0.000000000,0.000000000,NaN,20.833533767
6,1 sec:z:9/9 t:6/95 - Mark_and_Find 001/mN10 control 2010,29.294387223,7951.482449002,690.734219508,7747.032235146,6039.333496094,9043.944335938,379.208287088,572.905364725,0,0,22.301831301,372.510747956,565.144730631,15.308660875,17.860104354,0,0,48.865461170,0.740138898,22.301821527,232933.805856342,7977.954101562,0,0,0,143126.684082031,9,6,291.500000000,455.666656494,48.865439238,1.776E-15,0.000000000,0.000000000,NaN,22.301831301
7,1 sec:z:9/9 t:7/95 - Mark_and_Find 001/mN10 control 2010,30.921853180,7725.685983758,805.085131799,7382.860873222,6322.166503906,8945.719726562,381.972337880,571.310712551,0,0,23.443255152,375.062191435,562.593287152,15.308660875,19.135826094,0,0,128.740963695,0.707032779,23.443265275,238892.527701624,7996.736816406,0,0,0,146788.033691406,9,7,293.666656494,440.666656494,128.740943846,0.000000000,0.000000000,0.000000000,NaN,23.443255152
8,1 sec:z:9/9 t:8/95 - Mark_and_Find 001/mN10 control 2010,29.294387223,7818.228868273,758.448345123,7748.470703125,6348.000000000,9251.000000000,381.015546576,572.267503855,0,0,21.775681148,375.062191435,563.869008892,14.032939135,19.135826094,0,0,54.137151014,0.776337893,21.775691665,229030.223863637,7749.257812500,0,0,0,140728.119628906,9,8,293.666656494,455.500000000,54.137171018,0.000000000,0.000000000,0.000000000,NaN,21.775681148
9,1 sec:z:9/9 t:9/95 - Mark_and_Find 001/mN10 control 2010,29.294387223,7390.418348524,646.009204654,7662.285143852,6103.472167969,8290.081054688,380.696616141,571.629642986,0,0,21.357493809,373.786469695,563.869008892,15.308660875,16.584382614,0,0,-46.613538933,0.807037479,21.357484378,216497.776840145,7356.229492188,0,0,0,133027.530273438,9,9,292.666656494,442.000000000,133.386484982,0.000000000,0.000000000,0.000000000,NaN,21.357493809
10,1 sec:z:9/9 t:10/95 - Mark_and_Find 001/mN10 control 2010,30.921853180,7177.298082854,546.070412335,6432.356337547,6428.570800781,8366.765625000,378.889356654,572.480130634,0,0,23.315635032,369.959304477,565.144730631,19.135826094,16.584382614,0,0,-43.152389734,0.714793971,23.315616098,221935.357544371,7204.777832031,0,0,0,136368.663574219,9,10,290.333343506,442.500000000,136.847566644,1.776E-15,0.000000000,0.000000000,NaN,23.315635032
