 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,Frame,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Length
1,Recording first line measurement in ... 1 seconds:z:5/8 t:1/95 - Mark_and_Find 001/mT8 50 vv% 2021,79.744872437,6168.031818001,1155.136863674,5455.808416367,4088.790039062,9351.296875000,334.874942128,259.767276536,0,0,61.397674096,304.895661594,255.142813050,61.234275132,11.481426587,0,0,-9.266607241,0.265832939,61.397674096,491868.910515702,6012.552734375,0,0,0,302233.559082031,5,1,238.750000000,199.750000000,170.733392759,0.000000000,0.000000000,0.000000000,NaN,61.397674096
2,1 sec:z:5/8 t:2/95 - Mark_and_Find 001/mT8 50 vv% 2021,60.215515922,6064.204932960,1142.738320610,4796.621345520,4739.000000000,8953.589843750,341.253512454,262.956561699,0,0,46.059505717,318.928516312,261.521383376,47.201420414,5.102856261,0,0,4.368277435,0.356680798,46.059505717,365159.228695227,5655.375000000,0,0,0,224375.582519531,5,2,249.500000000,207.500000000,4.368277435,0.000000000,0.000000000,0.000000000,NaN,46.059505717
3,1 sec:z:5/8 t:3/95 - Mark_and_Find 001/mT8 50 vv% 2021,58.588069546,5737.765875922,1206.679099231,4089.800014019,4081.696533203,8230.678710938,344.442797617,266.305311121,0,0,45.103303320,322.755658508,262.797097441,45.925706349,7.654284391,0,0,8.130102354,0.361911474,45.103303320,336164.626175913,5743.312500000,0,0,0,206559.571533203,5,3,252.500000000,211.250000000,8.130102354,0.000000000,0.000000000,0.000000000,NaN,45.103303320
4,1 sec:z:5/8 t:4/95 - Mark_and_Find 001/mT8 50 vv% 2021,55.333176793,5962.541460823,1442.028512387,4028.423062801,3829.547607422,9188.717773438,346.356368715,269.175667767,0,0,42.161336607,325.307086638,265.348525572,43.374278218,8.929998457,0,0,10.459909093,0.391171070,42.161336607,329926.360788675,5929.873046875,0,0,0,202726.409667969,5,4,255.250000000,214.000000000,10.459909093,8.882E-16,0.000000000,0.000000000,NaN,42.161336607
5,1 sec:z:5/8 t:5/95 - Mark_and_Find 001/mT8 50 vv% 2021,55.333176793,4983.335614373,899.109907778,4221.874135017,3527.232421875,7048.584472656,351.140296460,273.321738479,0,0,41.929094290,330.409942899,269.175667767,42.098564153,10.205712522,0,0,13.190610712,0.395516409,41.929094290,275743.790570096,5110.417480469,0,0,0,169433.410888672,5,5,259.250000000,218.000000000,13.190610712,0.000000000,0.000000000,0.000000000,NaN,41.929094290
6,1 sec:z:5/8 t:6/95 - Mark_and_Find 001/mT8 50 vv% 2021,55.333176793,5578.158361098,1379.731652396,4215.194894314,3468.851318359,8850.934570312,350.980832201,274.437988286,0,0,42.023597526,332.961371030,262.797097441,36.995707892,24.238567240,0,0,32.604593166,0.393739524,42.023597526,308657.222775302,5377.328125000,0,0,0,189657.384277344,5,6,261.250000000,224.000000000,32.604593166,0.000000000,0.000000000,0.000000000,NaN,42.023597526
7,1 sec:z:5/8 t:7/95 - Mark_and_Find 001/mT8 50 vv% 2021,50.450837664,5324.359642767,956.937701985,3831.403310776,3824.625000000,7295.120117188,351.778153492,274.756916803,0,0,38.711406153,339.339941356,260.245669311,26.789995370,30.617137566,0,0,50.013113755,0.423058428,38.711406153,268618.404004222,5205.305175781,0,0,0,165055.148925781,5,7,266.000000000,227.000000000,50.013113755,0.000000000,0.000000000,0.000000000,NaN,38.711406153
8,1 sec:z:4/8 t:8/95 - Mark_and_Find 001/mT8 50 vv% 2021,56.960623170,5757.846205357,1252.388879202,3957.471374989,3665.518310547,8820.000000000,344.283333359,276.989416417,0,0,44.009824114,324.031372573,269.175667767,42.098564153,16.584282848,0,0,20.799028409,0.369560316,44.009824114,327970.507971306,5865.560546875,0,0,0,201524.617187500,4,8,253.750000000,223.250000000,20.799028409,0.000000000,0.000000000,0.000000000,NaN,44.009824114
9,1 sec:z:4/8 t:9/95 - Mark_and_Find 001/mT8 50 vv% 2021,42.313605783,5415.174353966,700.335103923,4905.263303757,4420.311523438,7210.146484375,344.442797617,275.713702352,0,0,31.483591894,332.961371030,265.348525572,25.514281305,21.687139109,0,0,39.656944241,0.536440244,31.483591894,229135.552860268,5378.509765625,0,0,0,140794.533203125,4,9,260.500000000,224.000000000,39.656944241,1.776E-15,0.000000000,0.000000000,NaN,31.483591894
10,1 sec:z:4/8 t:10/95 - Mark_and_Find 001/mT8 50 vv% 2021,43.941052159,5569.286801939,681.259318778,4872.695303917,4674.384765625,7277.846191406,345.080654650,267.421560928,0,0,33.170098971,329.134228834,267.899953702,34.444279762,1.275714065,0,0,-0.550903979,0.501864852,33.170098971,244720.321854263,5467.067382812,0,0,0,150370.743652344,4,10,257.500000000,209.500000000,179.449096021,0.000000000,0.000000000,0.000000000,NaN,33.170098971
