seriesIndex,organoidLabel,Frame,X,Y,Slice,Length,FeretAngle
1,E,4,531.829425588,455.710888122,1,34.992831612,103.172599644
1,E,5,530.379561291,461.147927903,1,33.418010689,93.731395551
1,E,6,530.017085483,457.523247693,1,36.964752303,101.309956143
1,E,7,528.567201720,452.811140061,1,31.707252521,100.539238417
1,E,8,529.654609676,450.636324148,1,29.375664725,105.751222386
1,E,9,530.017085483,458.610636183,1,38.748620581,107.417989101
1,E,10,530.742017632,457.160752419,1,34.834781667,77.988558927
1,E,11,531.104493440,454.623480166,1,33.355046882,91.245386069
1,E,12,530.017066017,453.898548017,1,35.067843127,82.874983651
1,E,13,527.479793764,455.348412314,1,34.804595542,88.806553294
1,E,14,528.204725912,456.798296078,1,34.804595542,88.806487882
1,E,15,531.466969247,456.435820271,1,31.172352740,90.000000000
1,E,16,531.829425588,459.335587798,1,33.582729026,103.736311321
1,E,17,532.191901396,456.435820271,1,32.750853983,95.079630474
1,E,18,532.916833545,457.523247693,1,32.028826955,95.194384770
1,E,19,531.829425588,458.248179842,1,30.867398479,99.462274687
1,E,20,531.829425588,457.885704034,1,31.382383095,96.632558948
1,E,21,531.829425588,459.335587798,1,35.882621873,98.130067188
1,E,22,532.191901396,458.973111990,1,31.930225920,92.602539997
1,E,23,531.829425588,458.248179842,1,34.864941656,93.576334375
1,E,24,532.916833545,458.610655649,1,38.856970658,98.583662178
1,E,25,531.466949781,457.523228227,1,33.847716376,99.865792828
1,E,26,532.191881930,456.073344463,1,30.481915634,115.346186384
1,E,27,531.829406122,459.335568332,1,36.232420121,109.885152796
1,E,28,531.829425588,458.248179842,1,39.233839602,106.090826854
1,E,29,531.829425588,458.973111990,1,38.856970658,104.036201699
1,E,30,532.191901396,458.248179842,1,42.071419727,88.025082434
1,E,31,532.191881930,456.073363929,1,47.048448633,123.690067526
1,E,32,532.191901396,454.985936507,1,47.675382085,98.746180049
1,E,33,531.466949781,456.798296078,1,52.516773901,96.340182365
1,E,34,531.829425588,455.348431780,1,54.040744659,96.934350562
1,E,35,531.104473974,457.160752419,1,47.570546328,97.883141460
1,E,36,531.104473974,461.147927903,1,49.066069797,102.804276141
1,E,37,531.829425588,454.623480166,1,51.183939302,105.610964461
1,E,38,534.729173649,453.536072209,1,48.835245148,95.964500662
1,E,39,535.454105798,453.173596402,1,52.601764690,97.125016349
1,E,40,535.454125264,452.811140061,1,53.044493861,86.081763205
1,E,41,536.541513754,453.898528551,1,54.346212699,80.788971269
1,E,42,536.541513754,453.898528551,1,53.723758809,86.905968834
1,E,43,533.641765693,453.898548017,1,52.215700674,88.408873963
1,E,44,530.742017632,453.536072209,1,52.920505814,90.000000000
1,E,45,531.104493440,449.186440385,1,51.475733889,0.806944102
1,E,46,531.829406122,449.548896726,1,55.839085952,178.512145437
1,E,47,531.829425588,448.461508236,1,54.413861607,2.290610043
1,E,48,532.554357737,448.099032429,1,55.895527091,2.973745057
1,E,49,532.916814079,448.099032429,1,58.284328903,5.710581713
1,E,50,533.279309352,438.674836630,1,60.169890172,0.000000000
1,E,51,532.191881930,439.762225121,1,58.468880277,107.311649893
1,E,52,529.292133869,436.862477059,1,57.818101100,59.898684309
1,E,53,528.567201720,441.574584692,1,44.969562050,69.227782101
1,E,54,519.505462263,441.937060499,1,33.014559150,81.158163186
1,E,55,521.680297641,437.949885016,1,39.686655187,80.537677792
1,E,56,526.029910000,440.124700928,1,40.265093377,76.464125678
1,E,57,527.842269571,441.937060499,1,44.599918830,97.471546982
1,E,58,527.479793764,441.937041033,1,44.934488943,107.850291873
1,E,59,530.742017632,440.487176735,1,44.221244584,90.000000000
1,E,60,530.742017632,444.836808560,1,48.570875199,90.000000000
1,E,61,530.379541825,440.849633077,1,49.936630503,99.188823756
1,E,62,534.004241501,444.111876411,1,54.375215394,89.236128885
1,E,63,535.091649457,443.386944262,1,55.895527091,87.026294796
1,E,64,533.641785159,445.199264901,1,57.995074865,90.000000000
1,E,65,535.816581606,447.736576087,1,55.839085952,88.512145437
1,E,66,532.916833545,450.998780490,1,56.563783104,88.531173004
1,E,67,531.829425588,451.723712639,1,62.382626772,88.002119728
1,E,68,528.929677527,452.086188446,1,63.073810090,90.658554965
1,E,69,527.479793764,451.361256297,1,63.073810090,89.341479991
1,E,70,526.029929466,449.186440385,1,55.862610024,92.231175126
1,E,71,526.754861615,452.811140061,1,63.769863752,98.498570411
1,E,72,526.029929466,452.811140061,1,61.658134193,92.021365791
1,E,73,523.855094088,452.811120595,1,64.621257771,86.784526851
1,E,74,525.667434193,450.273848341,1,66.124559137,142.125025225
1,E,75,530.742017632,452.811140061,1,70.004433685,148.120391934
1,E,76,530.741998166,450.636324148,1,76.668880283,130.013658801
1,E,77,527.117317956,448.099032429,1,72.855411128,137.419509826
1,E,78,525.667434193,449.911372534,1,72.061214287,113.728380488
1,E,79,527.842269571,453.536072209,1,70.378791614,101.888649878
1,E,80,525.667453659,450.273848341,1,71.280288249,94.666848823
1,E,81,526.754861615,450.273848341,1,73.947273987,89.438284317
1,E,82,528.204745378,449.911392000,1,73.251074133,91.701354907
1,E,83,528.204725912,450.998780490,1,72.584404320,92.862396018
1,E,84,528.204725912,450.998780490,1,68.148068912,90.609517719
1,E,85,527.117317956,449.548896726,1,71.058759831,91.169129080
1,E,86,523.855094088,447.736556621,1,70.501893509,94.127603740
1,E,87,520.592889685,450.636324148,1,78.457632340,35.599230992
1,E,88,522.405229790,452.086188446,1,83.067949354,43.585569992
1,E,89,523.855113554,455.348412314,1,75.424958330,91.652305815
1,E,90,523.130161939,450.636304682,1,76.918666867,46.527532822
1,E,91,524.942502044,453.898548017,1,78.481073021,101.725125142
1,E,92,526.754861615,454.623480166,1,78.296707192,89.469488923
1,E,93,527.117337422,456.798296078,1,78.414081056,93.179831698
1,E,94,526.754861615,453.173596402,1,78.296707192,90.530510813
1,E,95,531.829425588,453.536072209,1,80.471431797,89.483854000
12,B,1,483.495630729,570.244187166,4,117.393423641,137.642545294
12,B,2,483.495630729,570.244187166,4,117.393423641,137.642545294
12,B,3,483.495630729,570.244187166,4,117.393423641,137.642545294
12,B,1,484.133487762,569.818936167,4,115.821754541,141.110229450
12,B,2,484.133487762,567.692759035,4,118.537720517,139.510193289
12,B,3,489.236344023,558.975386078,4,116.685809071,149.322731961
12,B,4,478.392774468,567.054902003,4,122.380665736,172.010685267
12,B,5,480.518951600,567.054902003,4,107.018986443,29.518962916
12,B,6,484.983970294,558.762760579,4,106.051498111,112.142712194
12,B,7,484.771344794,555.786100915,4,99.765226319,102.555295121
12,B,8,486.472290393,554.935618383,4,106.287390760,124.898125828
12,B,9,487.748004458,555.786100915,4,96.844166779,103.975234926
12,B,10,489.236344023,550.895850688,4,101.808767516,96.234493823
12,B,11,484.133487762,547.493959491,3,105.283987843,99.766678198
12,B,12,486.259664893,558.550154545,3,102.089013090,88.567903816
12,B,13,496.252771381,560.251100143,3,94.522482925,115.873374503
12,B,14,488.385861490,560.888957176,3,103.863461905,132.179001295
12,B,15,488.598486990,565.991813437,3,102.948008514,137.678555641
12,B,16,493.276111718,563.865616840,3,100.494820273,132.942338556
12,B,17,494.977057316,568.330616068,3,99.422977536,140.727837433
12,B,18,500.079913577,565.566581904,3,94.790887066,129.904312115
12,B,19,494.551806317,570.669418699,3,97.142459301,148.606109588
12,B,20,495.189682816,568.543222102,3,95.920163024,135.179615470
12,B,21,493.063486218,573.220866295,4,92.722368127,147.548952384
12,B,22,493.701343251,570.456793199,4,96.112259671,142.369593024
12,B,23,499.016825011,567.267527502,4,91.927176191,131.061261702
12,B,24,496.678002915,571.094669698,4,99.190813493,145.833056804
12,B,25,498.378967979,569.606330133,4,92.182540863,129.196418253
12,B,26,495.402288849,572.370383763,4,97.067972108,146.797250345
12,B,27,501.993484675,567.692759035,4,88.801469597,127.802805682
12,B,28,494.977057316,573.646097828,4,95.422123472,145.530930249
12,B,29,503.907055773,568.755867067,4,87.765048276,122.535067158
12,B,30,497.528485447,574.496560895,4,88.680226347,22.260596329
12,B,31,498.378948513,571.945152230,4,96.499990492,155.806791013
12,B,32,495.614914349,570.669418699,4,88.618012136,18.174112094
12,B,33,495.189663350,568.330616068,4,91.796272700,13.392513513
12,B,34,496.040145882,575.559649460,4,88.914413011,21.903181201
12,B,35,496.252771381,578.111097057,4,91.236103380,31.467550320
12,B,36,497.741110946,577.685846058,4,89.235162866,22.409832845
12,B,37,497.315859947,577.685865524,4,88.093062335,15.109577322
12,B,38,496.465377415,580.237274188,4,87.164459466,5.599330847
12,B,39,499.654662578,576.622757492,4,81.762999327,162.130434390
12,B,40,506.671109403,577.473240024,4,74.654407299,113.498578781
12,B,41,505.182769838,577.898471557,4,72.746779729,91.674858424
12,B,42,507.734197969,580.449899688,4,78.194092076,118.237445538
12,B,43,509.328840550,581.087756720,4,77.286059949,106.789830371
12,B,44,509.647769067,583.001327818,4,75.342769795,118.300755766
12,B,45,510.604554616,585.233827433,4,72.216008701,137.147585428
12,B,46,516.345267909,585.871684465,4,75.929103695,121.954362937
12,B,47,513.474911262,585.233827433,4,79.895253610,137.264754548
12,B,48,515.388482360,589.379898145,4,78.692016506,160.096250463
12,B,49,513.155982746,588.104184079,4,82.825680423,125.281207797
12,B,50,511.880268681,589.379898145,4,79.024797420,117.392369552
12,B,51,511.561340164,588.104184079,5,84.870947098,132.563351753
12,B,52,513.474911262,586.828470014,5,79.637670284,144.782407032
12,B,53,514.112768295,585.871684465,5,81.098197687,119.185915816
12,B,54,513.793839779,587.147398530,5,81.070600038,100.425808526
12,B,55,512.518125713,586.828470014,5,83.588480994,115.782904823
12,B,56,509.328840550,585.871684465,5,79.795889287,129.160507688
12,B,57,508.690983518,586.190612981,5,77.286059949,106.789830371
12,B,58,508.690983518,584.595970400,5,79.795889287,124.579287603
12,B,59,508.053126485,585.552755949,5,79.302330732,94.151285266
12,B,60,508.372055001,584.595970400,5,81.278605444,121.195097588
12,B,61,507.415269452,585.871684465,5,79.795889287,140.839492312
12,B,62,508.053126485,586.828470014,5,80.927443304,159.708232332
12,B,63,506.458483903,588.423112596,6,92.498067340,118.862723438
12,B,64,504.544912806,588.104184079,6,94.402840828,108.924644416
12,B,65,507.734197969,589.060969628,6,95.893059642,97.645013272
12,B,66,503.907055773,586.828470014,6,101.296838067,73.162527374
12,B,67,508.053126485,584.595970400,6,123.635715265,114.052529413
12,B,68,511.242411648,581.725613753,6,139.533321687,132.220833136
12,B,69,508.690983518,586.190612981,6,147.797131650,152.218425921
12,B,70,504.544912806,587.785255563,6,111.076900569,177.696239675
12,B,71,508.372055001,590.017755177,7,140.148672185,145.007979801
12,B,72,507.734197969,591.293469242,7,144.966254890,155.013566795
12,B,73,517.302053458,583.001327818,7,159.688625988,134.028978069
12,B,74,501.036699126,593.844897373,7,104.166174223,176.489321570
12,B,75,500.717770610,589.698826661,7,115.028456917,176.502940261
12,B,76,501.993484675,588.423112596,7,129.679644770,173.504198155
12,B,77,503.907055773,599.904539183,7,136.622067584,2.408216441
12,B,78,503.588127257,594.801682922,7,135.984776539,177.580490783
12,B,79,500.398842094,588.104184079,7,143.608521132,177.963674545
12,B,80,501.036699126,598.947753634,7,147.615332515,3.468229259
12,B,81,501.355627642,591.931326275,8,150.539665170,179.514454170
12,B,82,501.036699126,593.207040340,8,154.251978537,4.743965943
12,B,83,504.863841322,596.396325503,8,160.665285098,8.676985382
12,B,84,497.209556930,601.180253248,8,121.752188146,14.254650718
12,B,85,501.036699126,594.163825889,8,139.131811325,12.443334208
12,B,86,500.717770610,590.974540726,8,146.741779552,10.772647648
12,B,87,500.079913577,585.871684465,8,152.239517557,11.357011986
12,B,88,496.252771381,582.363470786,8,153.732808067,9.071497577
12,B,89,498.166342479,580.130971172,8,158.754658025,4.840112489
12,B,90,496.571699898,578.217400074,8,161.479904520,2.037330697
12,B,91,496.571699898,585.552755949,8,163.496830525,5.821803750
12,B,92,499.123128028,582.682399302,8,167.903066836,2.395005517
12,B,93,499.123128028,582.682399302,8,167.903066836,2.395005517
12,B,94,505.182769838,576.303828976,8,177.325402291,179.793900963
12,B,95,505.182769838,586.509541498,8,122.748952798,3.873489724
15,A,1,323.503419740,296.508302956,11,49.822973181,144.190554226
15,A,2,324.141276772,295.870445923,11,49.566825896,142.131432141
15,A,3,322.755658508,297.081912945,11,51.268192996,150.564583639
15,A,4,324.828693864,293.095306491,11,57.152310475,142.938264524
15,A,5,322.277265733,288.470843004,10,51.751004270,141.505626646
15,A,6,319.885301861,280.497630096,10,53.618893490,139.583529809
15,A,7,316.217623923,276.032630868,10,45.159647256,132.137594774
15,A,8,312.071553211,274.597452545,10,49.635155560,5.161098033
15,A,9,308.084946757,269.972989058,10,51.387094303,6.772159966
15,A,10,307.128161208,264.870132797,10,49.165703959,2.602562202
15,A,11,306.490304176,260.245669311,9,44.012135251,0.000000000
15,A,12,306.171375660,257.375312664,9,46.563563382,0.000000000
15,A,13,306.171375660,257.853705438,9,47.353098740,10.477423596
15,A,14,304.736197336,255.142813050,9,48.954228668,31.411870810
15,A,15,303.779411787,253.867098984,9,49.409222619,29.377899737
15,A,16,302.344233464,255.142813050,9,50.406851270,38.320113937
15,A,17,300.909055140,254.983348791,9,51.569863386,33.395237644
15,A,18,301.706376431,255.302277308,9,50.713645614,37.590561268
15,A,19,300.590126624,254.186027501,9,51.216583373,34.085886994
15,A,20,299.473876817,254.983348791,9,51.204666072,43.738182461
15,A,21,297.560305719,254.345491759,9,48.225746102,39.902600262
15,A,22,298.676555526,256.418527115,9,48.225746102,50.097399738
15,A,23,296.125127396,254.983348791,9,46.272120535,51.155168343
15,A,24,297.879234235,257.375312664,9,47.818010819,43.919075813
15,A,25,294.530484814,254.983348791,9,47.495727264,49.356975006
15,A,26,294.371020556,257.375312664,9,50.228963207,40.364536573
15,A,27,288.630307262,254.983348791,9,47.503222165,55.669782804
15,A,28,291.022271135,256.577991373,9,49.566457769,29.699154428
15,A,29,289.427628553,255.621205824,9,50.998654297,42.972677299
15,A,30,287.514057455,255.940134340,9,51.253310938,38.938211211
15,A,31,285.441022099,255.780670082,9,53.901749909,39.718759372
15,A,32,285.919414874,254.823884533,9,55.288813259,34.423413455
15,A,33,287.992450230,255.302277308,9,50.753743384,46.273030020
15,A,34,287.035664681,255.621205824,9,51.489920007,32.607286523
15,A,35,287.035664681,255.940134340,9,49.900848401,42.150525439
15,A,36,288.789771521,253.707634726,9,51.237431978,28.638922545
15,A,37,287.514057455,253.548170468,9,48.267910697,39.369317242
15,A,38,288.151914488,253.388706210,9,48.613327073,17.959476090
15,A,39,287.673521713,251.953527886,9,48.514887629,28.249735495
15,A,40,289.906021328,252.591384919,9,50.038247870,11.023455964
15,A,41,289.427628553,252.112992145,10,50.283609420,21.194056482
15,A,42,289.108700037,251.953527886,10,52.047922232,2.809808136
15,A,43,287.673521713,253.388706210,10,50.387677684,24.293887603
15,A,44,288.311378746,255.940134340,10,49.198794076,176.655349682
15,A,45,286.397807648,252.591384919,10,53.370759973,24.727314387
15,A,46,286.876200423,254.983348791,10,50.710637004,0.360346063
15,A,47,285.122093583,252.112992145,10,53.238140273,24.415548348
15,A,48,283.527451001,251.794063628,10,47.891340774,177.328135407
15,A,49,285.122093583,248.923706982,10,50.355368826,152.461176650
15,A,50,282.411201194,248.764242723,10,51.588597599,21.012080144
15,A,51,284.165308034,248.285849949,9,51.442487529,165.274517245
15,A,52,281.613879903,246.850671625,9,50.648419034,106.837472626
15,A,53,280.816558613,246.212814593,9,52.344127558,108.103763035
15,A,54,280.338165838,245.415493302,9,50.532811912,107.634461077
15,A,55,279.221916031,244.937100528,9,50.753743384,96.857072334
15,A,56,279.700308806,245.415493302,9,51.824657238,97.781046223
15,A,57,279.859773064,243.342457946,9,55.501809377,90.987760400
15,A,58,279.381380289,243.501922204,9,49.708874220,113.439936093
15,A,59,279.221916031,244.139779237,9,52.546800170,102.264773728
15,A,60,279.700308806,244.458707753,9,52.000998736,91.405749261
15,A,61,281.454415645,244.139779237,9,50.830842538,86.042446886
15,A,62,280.178701580,242.545136655,9,50.718659569,88.919075813
15,A,63,283.049058227,241.588351106,9,50.686561688,74.302207482
15,A,64,281.613879903,239.993708525,9,49.392750819,81.085073043
15,A,65,283.686915260,241.269422590,9,48.847106551,73.694904379
15,A,66,282.570665452,237.761208911,9,49.851903995,78.186855300
15,A,67,284.165308034,237.601744652,9,50.030116197,70.641005824
15,A,68,282.570665452,236.804423362,9,51.742158868,82.918787755
15,A,69,284.005843776,239.036922976,9,48.747052630,67.293629160
15,A,70,280.338165838,238.877458718,9,53.822435376,84.559667969
15,A,71,280.976022871,237.601744652,9,51.175854473,67.270267920
15,A,72,281.932808420,239.515315750,9,51.425678036,60.255118703
15,A,73,281.613879903,238.558530201,9,53.538210002,74.804751473
15,A,74,284.962629325,239.515315750,9,52.723620191,66.846918436
15,A,75,285.759950616,237.123351878,9,48.800231818,90.748921783
15,A,76,287.354593197,237.123351878,9,47.610163368,100.030213320
15,A,77,287.195128939,238.080137427,9,49.664860959,84.472459848
15,A,78,287.195128939,240.631565557,9,46.491420913,95.906141114
15,A,79,288.789771521,237.920673169,9,46.507826755,80.925241979
15,A,80,290.703342618,238.239601685,9,47.137807338,106.105142084
15,A,81,291.181735393,237.442280394,9,47.588794353,86.926667489
15,A,82,292.616913716,238.717994460,9,46.412592147,100.692212155
15,A,83,291.341199651,238.399065943,9,46.987598792,113.607109648
15,A,84,289.746557069,239.515315750,9,50.327081561,127.015133785
15,A,85,290.862806877,240.153172783,9,47.975160632,125.803344108
15,A,86,290.862806877,240.153172783,9,47.975160632,125.803344108
15,A,87,293.573699265,239.674780008,9,45.848123470,119.596575038
15,A,88,295.168341847,241.428886848,9,47.029792055,112.739417783
15,A,89,295.168341847,241.428886848,9,47.029792055,112.739417783
15,A,90,297.560305719,243.980314979,10,46.720578466,128.904138455
15,A,91,301.068519399,244.618172011,11,50.780791479,122.691984183
15,A,92,300.749590882,245.096564786,11,54.353691226,135.713188635
15,A,93,300.749590882,247.647992916,11,54.611328494,125.732163737
15,A,94,303.619947529,249.402099756,11,51.524478661,111.801409486
15,A,95,303.460483271,247.807457174,11,55.637260205,141.750539462
1,D,1,330.296536286,364.006163461,3,36.571689151,39.369301525
1,D,2,328.846652522,365.093571418,3,40.036033694,42.064352784
1,D,3,328.484196181,366.180979374,2,44.191524005,48.990911442
1,D,4,326.309380269,366.543455181,2,43.815317442,51.044126697
1,D,5,326.309370536,367.630863137,2,52.376488431,48.366476579
1,D,6,323.047146667,369.080746901,2,45.763084542,3.632968499
1,D,7,321.234796829,366.180979374,2,47.226832017,107.878686446
1,D,8,321.597272636,364.731115076,2,50.480915032,102.439565192
1,D,9,320.147398606,367.993319479,2,57.274724463,90.725218137
1,D,10,321.234806562,368.355814752,2,56.303033291,101.888657019
1,D,11,319.422456724,367.993338945,2,54.606682415,95.332176235
1,D,12,319.422466457,365.093590884,2,62.369988903,109.698626987
1,D,13,318.697524575,361.831367015,2,59.484721640,87.904746521
1,D,14,317.610116619,360.743939593,2,60.169890172,90.000000000
1,D,15,317.972582694,361.468891208,2,63.073810090,89.341462310
1,D,16,320.147388873,360.743959059,2,66.005236527,91.888188749
1,D,17,320.147398606,360.381483252,2,63.897473586,93.251950749
1,D,18,322.322204785,359.294075295,2,63.107129591,91.974935229
1,D,19,321.959738711,359.656541370,2,68.205881949,92.436643033
1,D,20,320.509864680,359.294065562,2,71.768905145,90.000000000
1,D,21,321.597272636,358.931609221,2,73.975696117,91.684684761
1,D,22,325.221962579,358.931609221,2,69.688418935,92.981467380
1,D,23,324.134564356,357.844201265,2,73.218782016,90.000000000
1,D,24,326.309380269,360.019007444,2,74.668658888,90.000000000
1,D,25,326.309380269,360.743949326,2,74.724943573,92.223971376
1,D,26,328.846652522,362.556299164,2,75.397082524,90.550913935
1,D,27,327.759254299,365.818523032,2,74.584152221,74.207593128
1,D,28,325.221962579,366.543455181,2,74.390129030,74.744895761
1,D,29,327.759244566,368.718271094,2,72.482968688,81.950948455
1,D,30,324.859506238,370.168135391,2,76.063282301,79.011340379
1,D,31,322.322214518,368.718271094,2,75.205156656,72.613032541
1,D,32,321.234806562,366.180979374,2,75.198168304,70.866358224
1,D,33,321.234816295,366.180998840,2,77.048372277,70.201117108
1,D,34,319.422456724,365.818523032,2,82.075069664,70.924915671
1,D,35,319.422456724,365.456047225,2,78.911804772,66.732305058
1,D,36,318.697524575,365.093571418,2,82.687483464,62.311649893
1,D,37,317.247640812,366.543455181,2,82.023828785,63.208468127
1,D,38,317.247650545,364.006163461,2,82.925479207,58.950334348
1,D,39,316.522708663,362.556299164,2,80.846075632,50.457554722
1,D,40,316.522698930,361.468891208,3,88.150844512,101.864388058
1,D,41,315.072824899,366.905921256,3,82.887445810,101.604759885
1,D,42,313.622950869,370.893087006,3,83.597692632,101.504826780
1,D,43,313.622950869,370.168145124,3,89.288168929,100.762546756
1,D,44,313.260484794,367.993338945,3,92.272446886,100.868526860
1,D,45,314.710358825,367.268387330,3,90.338499212,99.235567118
1,D,46,313.622950869,367.993329212,3,91.290446909,102.380747615
1,D,47,313.985416943,366.905930989,3,90.428624050,102.030589769
1,D,48,314.710368558,366.905921256,3,90.822953639,106.699247763
1,D,49,313.260484794,365.818513299,3,90.733220487,104.813463530
1,D,50,314.710358825,364.731115076,3,93.074868076,108.152704580
